"Guia General", " CENTRO RIO BRANCO - AC", "(68) 3223-8216", , "Associações Culturais, Desportivas e Sociais", "", 
"Guia General", " CAMPINAS - SP", "(19) 3743-2000 á", , "Escolas de Idiomas", "", "http://images.guiamais.com.br/11881145/5.gif"
"CULTURA INGLESA", " PTA VERDE MACEIO - AL", "  -(82) 3231-8687", , "Escolas de Idiomas", , 
"CULTURA INGLESA", " GRT LOURDES MACEIO - AL", "(82) 3241-4040", , "Escolas de Idiomas", , 
"ELEGANCY ALUGUEL DE TRAJES FINOS", " MACEIO - AL", "(82) 3325-8212 á", , "Roupas - Aluguel", "", "http://images.guiamais.com.br/10778500/6.gif"
"CULTURA INGLESA", " ADRIANOPOLIS MANAUS - AM", "(92) 3233-9711", , "Escolas de Idiomas", , 
"CULTURA INGLESA", " ADRIANOPOLIS MANAUS - AM", "  -(92) 3131-7300", , "Escolas de Idiomas", , 
"CCI - CENTRO DE COMUNICACAO INGLESA", " ADRIANOPOLIS MANAUS - AM", "(92) 3633-6666", , "Escolas de Idiomas", , 
"ASSOCIACAO CULTURAL DA LINGUA INGLESA DO AM", " LIRIO VALE MANAUS - AM", "(92) 3238-8588", , "Escolas de Idiomas", , 
"CENTRO DE ENSINO MINEIRO", " PORTO VELHO - RO", "(69) 3225-2581", , "Escolas", , 
"ESCOLA SANTA INES", " BEIROL MACAPA - AP", "(96) 3212-5243", , "Escolas Públicas", , 
"ESCOLA EDUCART", " PACOVAL MACAPA - AP", "(96) 3225-6472", , "Escolas", , 
"ESCOLA DE MUSICA", " LAGUINHO MACAPA - AP", "(96) 3212-5122", , "Escolas de Música", , 
"ESCOLA ANA NERI", " AGRESTE LARANJAL DO JARI - AP", "(96) 3621-2514", , "Escolas Particulares", , 
"ESCOLA RONDONIA", " JESUS DE NAZARE MACAPA - AP", "(96) 3213-1095", , "Escolas Públicas", , 
"AUTO-ESCOLA IDEAL", " BURITIZAL MACAPA - AP", "(96) 3242-5004", , "Auto-Escolas - Centro de Formação de Condutores", , 
"ESCOLA GUANABARA", " CENTRAL MACAPA - AP", "(96) 3212-5205", , "Escolas Públicas", , 
"ESCOLA ZOLITO NUNES", " BEIROL MACAPA - AP", "(96) 3212-5246", , "Escolas", , 
"AUTO-ESCOLA SENNA", " BURITIZAL MACAPA - AP", "(96) 3083-2156", , "Auto-Escolas - Centro de Formação de Condutores", , 
"AUTO-ESCOLA OLIVEIRA", " SANTA RITA MACAPA - AP", "(96) 3217-2743", , "Auto-Escolas - Centro de Formação de Condutores", , 
"Guia General", " JD FELICIDADE MACAPA - AP", "(96) 3251-8505", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3212-5215", , "Escolas Públicas", "", 
"Guia General", " JD FELICIDADE MACAPA - AP", "(96) 3212-5148", , "Escolas Públicas", "", 
"Guia General", " LAGUINHO MACAPA - AP", "(96) 3224-1265", , "Escolas", "", 
"Guia General", " NOVA BRASILIA SANTANA - AP", "(96) 3281-3564", , "Escolas Públicas", "", 
"Guia General", " CONGOS MACAPA - AP", "(96) 3242-1355", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " LAGUINHO MACAPA - AP", "(96) 3223-8564", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " CENTRAL SANTANA - AP", "(96) 3283-1888", , "Escolas Técnicas e Profissionalizantes", "", 
"Guia General", " BEIROL MACAPA - AP", "(96) 3241-5034", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " TREM MACAPA - AP", "  -(96) 3222-3030", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " SAO LAZARO MACAPA - AP", "(96) 3251-2807", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " CENTRO SANTANA - AP", "(96) 3281-2645", , "Escolas Particulares", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3212-5269", , "Escolas Públicas", "", 
"Guia General", " JULIAO RAMOS MACAPA - AP", "(96) 3212-5242", , "Escolas Públicas", "", 
"Guia General", " SANTANA - AP", "(96) 3281-3018", , "Escolas Públicas", "", 
"Guia General", " STA RITA MACAPA - AP", "(96) 3222-4232", , "Escolas de Idiomas", "", 
"Guia General", " STA RITA MACAPA - AP", "(96) 3224-3320", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " PACOVAL MACAPA - AP", "(96) 3222-9303", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " ST RITA MACAPA - AP", "(96) 3222-4481", , "Escolas de Enfermagem", "", 
"Guia General", " JESUS DE NAZARE MACAPA - AP", "  -(96) 3223-1900", , "Escolas Particulares", "", 
"Guia General", " JD FELICIDADE MACAPA - AP", "(96) 3213-1288", , "Escolas Públicas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3222-2253", , "Escolas Particulares", "", 
"Guia General", " SAO JOAQUIM PACUI SAO JOAQUIM DO PACUI - AP", "(96) 3323-1103", , "Escolas Técnicas e Profissionalizantes", "", 
"AUTO ESCOLA SÃO CRISTOVÃO", " MACAPA - AP", "  -(96) 3222-3830 á", , "Auto-Escolas - Centro de Formação de Condutores", "", "http://images.guiamais.com.br/2661051/20.gif"
"Guia General", " CENTRO OIAPOQUE - AP", "(96) 3521-1719", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " BURITIZAL MACAPA - AP", "(96) 3212-5238", , "Escolas Públicas", "", 
"Guia General", " JD FELICIDADE MACAPA - AP", "(96) 3212-5245", , "Escolas Públicas", "", 
"Desk Móveis Escolares", " Jardim Peri Peri SAO PAULO - SP", "  -(11) 3772-6444 á", , "Móvel para Escola", "", "http://images.guiamais.com.br/13134442/2.gif"
"Guia General", " CENTRAL MACAPA - AP", "(96) 3223-6300", , "Informática - Cursos e Treinamento", "", 
"Guia General", " JD MARCO ZERO MACAPA - AP", "(96) 3241-2694", , "Escolas Particulares", "", 
"Guia General", " PARAISO SANTANA - AP", "(96) 3281-3244", , "Escolas Públicas", "", 
"Guia General", " PACOVAL MACAPA - AP", "(96) 3213-1098", , "Escolas Públicas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3212-5338", , "Escolas de Artes", "", 
"Guia General", " CENTRO PORTO GRANDE - AP", "(96) 3234-1668", , "Escolas de Enfermagem", "", 
"Guia General", " SANTANA - AP", "(96) 3281-4036", , "Escolas Técnicas e Profissionalizantes", "", 
"Guia General", " BRASIL NOVO MACAPA - AP", "(96) 3212-5286", , "Escolas Públicas", "", 
"Guia General", " SANTANA - AP", "(96) 3281-4288", , "Escolas", "", 
"Guia General", " ST RITA MACAPA - AP", "(96) 3312-2400", , "Hospitais", "", 
"Guia General", " CENTRO LARANJAL DO JARI - AP", "(96) 3621-1459", , "Escolas Públicas", "", 
"Guia General", " BEIROL MACAPA - AP", "(96) 3241-3687", , "Escolas Particulares", "", 
"Guia General", " TREM MACAPA - AP", "(96) 3212-5176", , "Escolas Públicas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3212-5192", , "Escolas Públicas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3223-4525", , "Academias Desportivas", "", 
"Guia General", " JESUS DE NAZARE MACAPA - AP", "(96) 3223-8088", , "Escolas Particulares", "", 
"Guia General", " PACOVAL MACAPA - AP", "  -(96) 3225-5313", , "Escolas Particulares", "", 
"Guia General", " TREM MACAPA - AP", "(96) 3224-3319", , "Escolas Particulares", "", 
"Guia General", " PARAISO SANTANA - AP", "(96) 3283-1641", , "Escolas Públicas", "", 
"Guia General", " NOVA BRASILIA SANTANA - AP", "(96) 3283-0045", , "Escolas Públicas", "", 
"Guia General", " STA RITA MACAPA - AP", "(96) 3212-1010", , "Escolas", "", 
"Guia General", " BURITIZAL MACAPA - AP", "(96) 3213-1093", , "Escolas Públicas", "", 
"Guia General", " CENTRAL MACAPA - AP", "  -(96) 3223-4449", , "Escolas de Idiomas", "", 
"Guia General", " ST RITA MACAPA - AP", "(96) 3242-3184", , "Academias Desportivas", "", 
"Guia General", " ST RITA MACAPA - AP", "(96) 3223-5415", , "Escolas", "", 
"Guia General", " SANTANA - AP", "(96) 3283-1104", , "Escolas Públicas", "", 
"Guia General", " PERPETUO SOCORRO MACAPA - AP", "(96) 3212-5271", , "Escolas Públicas", "", 
"Guia General", " PERPETUO SOCORRO MACAPA - AP", "(96) 3225-3394", , "Escolas Públicas", "", 
"Guia General", " LAGUINHO MACAPA - AP", "(96) 3212-5265", , "Escolas Públicas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3213-1070", , "Escolas Públicas", "", 
"Guia General", " MACAPA - AP", "  -(96) 3223-4716 á", , "Academias Desportivas", "", "http://images.guiamais.com.br/13457488/1.gif"
"Guia General", " TREM MACAPA - AP", "(96) 3225-3404", , "Escolas Públicas", "", 
"Guia General", " BEIROL MACAPA - AP", "(96) 3242-4066", , "Escolas", "", 
"Guia General", " LAGUINHO MACAPA - AP", "(96) 3212-5181", , "Escolas Públicas", "", 
"Guia General", " NOVA BRASILIA SANTANA - AP", "(96) 3281-2054", , "Escolas Públicas", "", 
"Guia General", " SANTANA - AP", "(96) 3281-2834", , "Escolas Públicas", "", 
"Guia General", " NOVO BURITIZAL MACAPA - AP", "(96) 3212-5241", , "Escolas Públicas", "", 
"Guia General", " INFRAERO L MACAPA - AP", "(96) 3213-1273", , "Escolas Públicas", "", 
"Guia General", " JD EQUATORIAL MACAPA - AP", "(96) 3243-1437", , "Escolas Públicas", "", 
"Guia General", " JESUS NAZARE MACAPA - AP", "(96) 3223-7775", , "Escolas Particulares", "", 
"Guia General", " JD MARCO ZERO MACAPA - AP", "(96) 3212-5234", , "Escolas Públicas", "", 
"Guia General", " FORTALEZA SANTANA - AP", "(96) 3281-5540", , "Escolas Públicas", "", 
"Guia General", " MARABAIXO MACAPA - AP", "(96) 3212-5339", , "Escolas Públicas", "", 
"Guia General", " PERPETUO SOCORRO MACAPA - AP", "(96) 3213-1101", , "Escolas Públicas", "", 
"Guia General", " JD EQUATORIAL MACAPA - AP", "(96) 3241-1291", , "Escolas Particulares", "", 
"Guia General", " MAZAGAO MAZAGAO - AP", "(96) 3271-1130", , "Escolas", "", 
"Guia General", " TREM MACAPA - AP", "(96) 3242-4413", , "Escolas Particulares", "", 
"Guia General", " VL AMAZONAS SANTANA - AP", "(96) 3281-3954", , "Escolas Particulares", "", 
"Guia General", " CONGOS MACAPA - AP", "(96) 3212-5292", , "Escolas Públicas", "", 
"Guia General", " TREM MACAPA - AP", "  -(96) 3212-5240", , "Escolas Públicas", "", 
"Guia General", " CENTRO LARANJAL DO JARI - AP", "(96) 3621-3665", , "Escolas Públicas", "", 
"Guia General", " CORACAO SANTANA - AP", "(96) 3282-1096", , "Escolas Públicas", "", 
"Guia General", " JD FELICIDADE MACAPA - AP", "(96) 3213-1106", , "Escolas Públicas", "", 
"Guia General", " ALVORADA MACAPA - AP", "(96) 3261-1279", , "Escolas", "", 
"Guia General", " LAGUINHO MACAPA - AP", "(96) 3223-2699", , "Escolas", "", 
"Guia General", " TREM MACAPA - AP", "(96) 3223-2580", , "Escolas Particulares", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 2101-0300", , "Escolas", "", 
"Guia General", " LAGUINHO MACAPA - AP", "(96) 3225-3101", , "Escolas de Ballet", "", 
"Guia General", " TREM MACAPA - AP", "  -(96) 3223-6000", , "Escolas de Idiomas", "", 
"Guia General", " ALVORADA MACAPA - AP", "(96) 3261-1972", , "Escolas Públicas", "", 
"Guia General", " PERPETUO SOCORRO MACAPA - AP", "(96) 3212-5278", , "Escolas Públicas", "", 
"Guia General", " ST RITA MACAPA - AP", "(96) 3222-2881", , "Escolas de Aviação", "", 
"Guia General", " CENTRO SANTANA - AP", "(96) 3283-2292", , "Escolas Particulares", "", 
"Guia General", " JD FELICIDADE MACAPA - AP", "(96) 3217-3972", , "Escolas Públicas", "", 
"Guia General", " ALVORADA MACAPA - AP", "(96) 3261-1955", , "Associações Culturais, Desportivas e Sociais", "", 
"Guia General", " ST RITA MACAPA - AP", "(96) 3242-1164", , "Associações Culturais, Desportivas e Sociais", "", 
"Guia General", " BEIROL MACAPA - AP", "(96) 3212-5275", , "Escolas", "", 
"Guia General", " VL ELESBAO SANTANA - AP", "(96) 3281-1243", , "Escolas Públicas", "", 
"Guia General", " NOVO HORIZONTE SANTANA - AP", "(96) 3281-1198", , "Escolas Públicas", "", 
"Guia General", " CENTRO SANTANA - AP", "(96) 3281-3004", , "Escolas Públicas", "", 
"Guia General", " MARABAIXO MACAPA - AP", "(96) 3227-0665", , "Escolas Públicas", "", 
"CENTRO DE ENSINO PODIUM", " MACAPA - AP", "(96) 3217-9601 á", , "Escolas Particulares", "", "http://images.guiamais.com.br/10627606/5.gif"
"Guia General", " ALVORADA MACAPA - AP", "(96) 3261-1669", , "Associações Culturais, Desportivas e Sociais", "", 
"Guia General", " BEIROL MACAPA - AP", "(96) 3241-1440", , "Escolas Públicas", "", 
"Guia General", " FAZENDINHA MACAPA - AP", "(96) 3212-5293", , "Escolas Públicas", "", 
"Guia General", " FAZENDINHA MACAPA - AP", "(96) 3227-3790", , "Escolas Públicas", "", 
"Guia General", " MACAPA - AP", "  -(96) 3222-2238 á", , "Escolas de Música", "", "http://images.guiamais.com.br/14313603/1.gif"
"Guia General", " JD MARCO ZERO MACAPA - AP", "(96) 3241-2807", , "Academias Desportivas", "", 
"Guia General", " ST RITA MACAPA - AP", "(96) 3213-1099", , "Escolas Públicas", "", 
"Guia General", " TREM MACAPA - AP", "(96) 3222-6400", , "Escolas", "", 
"Guia General", " JESUS DE NAZARE MACAPA - AP", "(96) 3225-1430", , "Cursos Pré-Vestibulares", "", 
"Guia General", " CENTRO SANTANA - AP", "(96) 3281-3310", , "Escolas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 2101-0329", , "Associações Culturais, Desportivas e Sociais", "", 
"Guia General", " CENTRO CALCOENE - AP", "(96) 3423-1337", , "Associações Culturais, Desportivas e Sociais", "", 
"Guia General", " SAO LAZARO MACAPA - AP", "(96) 3251-2006", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " PROVEDOR SANTANA - AP", "(96) 3281-2449", , "Escolas Públicas", "", 
"Guia General", " SAO LAZARO MACAPA - AP", "(96) 3212-5226", , "Escolas Públicas", "", 
"Guia General", " PACOVAL MACAPA - AP", "(96) 3212-5277", , "Escolas Públicas", "", 
"Guia General", " SANTANA - AP", "(96) 3281-5207", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " JESUS DE NAZARE MACAPA - AP", "(96) 3225-1011", , "Cursos Pré-Vestibulares", "", 
"Guia General", " CENTRO TARTARUGALZINHO - AP", "(96) 3422-1404", , "Escolas Públicas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3083-2465", , "Academias Desportivas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3223-6508", , "Academias Desportivas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3217-2325", , "Associações Culturais, Desportivas e Sociais", "", 
"Guia General", " FAZENDINHA MACAPA - AP", "(96) 3227-3110", , "Escolas", "", 
"Guia General", " BEIROL MACAPA - AP", "(96) 3241-5034", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " JD FELICIDADE MACAPA - AP", "(96) 3251-5200", , "Auto-Escolas - Centro de Formação de Condutores", "", 
"Guia General", " TREM MACAPA - AP", "(96) 3222-0983", , "Escolas", "", 
"Guia General", " JESUS DE NAZARE MACAPA - AP", "  -(96) 3225-4205", , "Escolas Particulares", "", 
"Guia General", " REMEDIOS SANTANA - AP", "(96) 3281-1940", , "Escolas Públicas", "", 
"Guia General", " BURITIZAL MACAPA - AP", "(96) 3212-5183", , "Escolas Públicas", "", 
"Guia General", " SANTANA - AP", "(96) 3281-5440", , "Escolas Públicas", "", 
"Guia General", " BEIROL MACAPA - AP", "  -(96) 3213-1094", , "Escolas Públicas", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3223-0009", , "Escolas de Vigilantes", "", 
"Guia General", " CENTRAL MACAPA - AP", "(96) 3212-5177", , "Escolas Públicas", "", 
"Guia General", " MUCA MACAPA - AP", "(96) 3212-5256", , "Escolas Públicas", "", 
"Guia General", " TREM MACAPA - AP", "(96) 3223-1099", , "Escolas Particulares", "", 
"Guia General", " TREM MACAPA - AP", "(96) 3214-4105", , "Escolas Técnicas e Profissionalizantes", "", 
"Guia General", " LAGUINHO MACAPA - AP", "(96) 3224-3038", , "Associações Culturais, Desportivas e Sociais", "", 
